hour,day_of_week,inventory_level,bartender_load,target_multiplier
23,2,0.05495574156092542,0.5058702140862221,1.1458982835038658
5,3,0.562742387440563,0.678444416471213,1.0169052763042834
10,1,0.7220764550495864,0.513970178625927,1.0043567577315544
0,2,0.66857916234629,0.1004178743126732,1.0559066644472221
3,2,0.4639623066455181,0.3117384384708439,0.9969233385900953
18,1,0.9155903401858899,0.4163443739734143,1.0019683427696604
8,6,0.5433559345514635,0.4570934788744776,1.0196445101432747
5,5,0.28289407315674764,0.9271162640119041,1.0638515566361941
20,1,0.1499745214061703,0.9107028333925339,1.1446170118524588
11,0,0.20821047421410976,0.3994246788309367,1.010692961971465
15,2,0.37783519019048883,0.628524525829884,0.9878894967184496
8,1,0.2039495278676664,0.6457393421991746,1.0019222477883702
15,0,0.5140257529530012,0.9625535319136055,1.0456728587804949
17,3,0.4078702402383163,0.7288905629494231,1.0044749845294945
21,2,0.6462706886476464,0.6509398047572231,0.9922816848885129
4,2,0.448915297384353,0.34420671274541353,0.9802426648713918
3,3,0.2921357244796906,0.2021085553202017,1.004063719380086
19,0,0.5540722290485103,0.48914852336021986,0.9804761494822789
3,1,0.053164615915709645,0.3627946873061739,1.082111496249131
18,2,0.3016302110065652,0.35820988393869524,1.016783871243907
5,4,0.6807240146018987,0.1869368358261428,1.0121824182797325
22,6,0.12145127240506748,0.40748458437969415,1.1380723500079792
8,6,0.6312429125144317,0.649846774733912,1.0113350615908125
10,0,0.28722892684908563,0.8411190738557632,1.0508046945286322
2,5,0.9425960568880141,0.4869188058688422,1.1625217066873064
22,1,0.3569986475139916,0.7286114151401221,1.0378366662646863
0,6,0.38436625813046954,0.47706242967325974,1.0612771722880294
0,3,0.5764677992070505,0.8681945146477699,1.114038690958437
11,5,0.7456106497271675,0.7784044117857318,0.9939808031160343
5,6,0.06048628869081041,0.8859262473521752,1.1373857457565482
20,3,0.6063703826326531,0.7230875450967444,1.0133976769385287
9,6,0.4279309835309072,0.2696151167429448,1.0003570848343668
23,5,0.44464730918328976,0.9553854230087023,1.1988341713428476
5,6,0.9729281228800293,0.7505620769811227,1.0134649567706946
15,5,0.7933486416610323,0.41486468095305407,1.0085258272356696
20,3,0.9727910340172825,0.9261373677587623,1.057796108909804
14,1,0.054249600747149906,0.14036448831832374,1.0948574854151156
1,5,0.05923341819203254,0.31268096733890083,1.2
3,1,0.636337202907483,0.9992592638063483,1.0527101137219776
13,3,0.968053645483453,0.4521865331300723,0.9965598530697958
12,2,0.36252824621581947,0.28675838822629707,1.0003100592997014
1,2,0.006880861849157149,0.5117572398923529,1.1601835045503586
19,1,0.7731908285201238,0.3868172133455767,1.0149641492552504
18,4,0.25015374364455956,0.10734321716693838,0.9807850927273153
5,5,0.7667920440411055,0.822053955139076,1.0586808847862295
3,1,0.7157284972637373,0.6722895276890912,1.0135035603739515
18,3,0.6637276666549429,0.9870631010631585,1.0456879734592517
23,1,0.8135578998354395,0.5662132902593605,1.0354364343862215
4,5,0.46374037952587865,0.5519304364377778,0.9907909972656375
21,1,0.5462494963467999,0.2802972366289703,0.9811128880201333
22,2,0.01232675351592083,0.8917799285147976,1.182208883192761
6,2,0.6643377716778955,0.5280007616691311,1.0096396300556096
18,2,0.3018511172390853,0.21329697670470774,1.0104182358532412
3,0,0.5405829766943877,0.7372114743549089,1.005131032363193
23,3,0.07264147081815253,0.5636603807161077,1.1322836492834694
10,5,0.9098646353164528,0.2185952602921427,0.9991995783195552
17,0,0.7459416436651926,0.7281759469993702,1.0090565719510456
2,5,0.20139092630916777,0.6203750908063941,1.1620819812651875
8,6,0.497526739893006,0.12186007071531613,1.0086284717295464
16,6,0.6494493189156133,0.8394929540110896,1.0506318238013794
3,5,0.4068371983499195,0.3899991868957743,0.996772277623201
1,6,0.561473847798434,0.5511660009238991,1.0633766502976745
9,1,0.46913863968063807,0.482805466940443,0.9845218405187781
18,5,0.08274116322062253,0.6015311423873858,1.088007891959217
13,3,0.5012829108804234,0.6542824791931506,0.9850749971532776
13,5,0.7804209350730487,0.8778638325305101,1.034681168758765
9,1,0.9130851231647933,0.38557708971365345,0.9993429740184685
1,6,0.3526607048014536,0.5130709043723222,1.053671639963055
9,3,0.9261404041153346,0.9107684221999276,1.0605904984885206
7,0,0.6142691773398337,0.9648492170934538,1.0513602260449835
16,0,0.08020976583509154,0.8328641410662488,1.1474980579854934
14,1,0.05424483319442219,0.20262854028584742,1.094657933336862
23,5,0.6225400132762474,0.6243836087806269,1.1340837456237487
12,2,0.002909294846024313,0.855397459352529,1.1612704850032083
1,5,0.9013787951366898,0.10220140130152665,1.1401785235779944
1,3,0.4434145178387209,0.220314878205334,1.0540524657787316
10,4,0.45301532158515134,0.9718016805735114,1.0402664212057733
3,2,0.34136491125071833,0.480002294874026,1.0003252061469592
13,4,0.24809582542447872,0.8619849319089843,1.0439690544550144
6,0,0.6552955542162333,0.45803761286974143,0.9869979388578757
0,5,0.4812615873190148,0.22693674540303335,1.1322058310428273
11,6,0.3089909490912641,0.3260103508307097,0.9918676171732933
15,3,0.6902501015567073,0.867971914075813,1.0339541275302544
16,0,0.1438729504111219,0.45246527150275895,1.0994267681046233
4,0,0.5502395888629952,0.14302539768830938,1.0095363883315578
8,4,0.26048621493255697,0.3990398397617628,1.0068431366825834
6,6,0.7509395649505287,0.34912082917468634,0.9882938811260639
11,1,0.2549591455955239,0.9118963537043969,1.035343697304968
3,2,0.16907951561837276,0.3359122169283974,1.093731349693472
17,4,0.2807645620030498,0.748176883604886,1.005677436882612
3,2,0.4253065349365781,0.9520859933520472,1.0532280883795055
0,4,0.8134714360407475,0.28289134576991504,1.1555764641947626
9,2,0.16324468186033558,0.6463228591681289,1.1159949929066204
4,6,0.5921789001459884,0.15764481068528285,0.9849706037138758
2,3,0.31400901820574956,0.1820157973120688,1.0632773045357586
5,6,0.046475807530030555,0.5305107913985292,1.0997701541812672
4,6,0.36711758012009155,0.9631163798987117,1.0474191531056611
19,5,0.3583583739820809,0.6796859208170887,0.9853351585819877
2,4,0.2864227333716649,0.9858029010571093,1.2
13,1,0.333443273503356,0.2701199052322967,1.0039689478483285
18,3,0.151119487047219,0.40707728234776497,1.1088736729739044
21,4,0.9713556549587445,0.7427185319633829,0.9901551082068262
9,6,0.6135113869620354,0.14873177289056178,1.0194772925445057
10,1,0.773601237630471,0.633330893576553,0.9967655621438429
7,6,0.9797240561854109,0.7645057571415208,0.9938346483193118
20,5,0.4580013359325389,0.5617006429224858,1.0049825601872127
23,5,0.33652227587343386,0.9784865386527626,1.198576922785293
3,5,0.3889394209355208,0.4243299508259998,1.0038832671942597
8,0,0.41763917188142274,0.2543327737706427,1.0116074558313037
2,5,0.7004320127589526,0.7773489885819148,1.1512003671056472
16,6,0.8161386136908836,0.5382191863929807,0.9992558497033899
18,2,0.11446871846737938,0.26335662774426033,1.0933133495291414
18,2,0.34654736195972546,0.9346471326033486,1.0665041696807398
15,0,0.5116569515448326,0.6908062944956823,1.0182084467639707
7,2,0.21917097181993572,0.9303976965887824,1.0609966613930906
3,0,0.4812028013716606,0.19168956012393767,1.0182259919374026
20,2,0.0735049454305946,0.9705356452673021,1.162297089396918
5,3,0.811496809273768,0.8704802673062196,1.0615936924850111
5,0,0.8419327487839187,0.6295461049297726,0.9952720866349761
13,1,0.583111702561861,0.5665730000604964,0.9810179810399744
11,3,0.28092735591828166,0.17464402010329944,0.9856482449841593
8,0,0.22697567083424297,0.8913141152456905,1.0390202404214344
3,2,0.9085889256353881,0.5799426299467151,0.9998675726618212
1,6,0.19320741305725542,0.6935211875814938,1.1430026090630523
20,5,0.6263149085125247,0.2089355785947078,0.9904855246583183
20,4,0.8557091035851427,0.4252183630782599,0.9994684301034557
12,3,0.3148831120034835,0.11679120327631068,0.9866042856626837
23,1,0.6130407828561947,0.20970369994584137,1.040789109155302
11,5,0.7710312135583351,0.26268440413506167,1.0101072232765875
3,4,0.6839210435366725,0.3169318226622451,1.0146699782325557
12,3,0.9373832252693713,0.9857238342136423,1.0306128594237298
11,1,0.2506618549781605,0.5107027703729147,1.0131447701368783
3,2,0.2808656616067021,0.6259058668233719,1.0169157653467402
9,4,0.8607082623209905,0.46664274011146656,0.9948806585281533
1,6,0.9366645255266065,0.5776790917144291,1.0497980544115355
6,5,0.0410483774502185,0.44130652190938346,1.1084534839311648
20,2,0.11824124438560424,0.4679274110567181,1.0854147431112282
16,0,0.6204219757534197,0.7011382182804681,1.0062791810145584
10,1,0.37709359609928983,0.7228531943478314,0.9941803716282956
12,0,0.7667251522770435,0.7070934140101208,1.010628321768366
16,2,0.7849284832995626,0.2899659971705904,0.9868356028504781
10,2,0.4980824561966879,0.11530178630481858,0.9805283185863364
0,5,0.39022047090864287,0.8253334508027051,1.2
3,3,0.6708968683554832,0.30755321369761723,1.0076764601379418
12,6,0.19955506297682146,0.2823343448447604,1.0805776030505547
4,4,0.7480103935434557,0.9320440487608371,1.0367740301055803
23,1,0.824328248972375,0.21367694092889533,1.0496845318872656
16,2,0.23219555216829635,0.5837465974144844,0.9840436074167351
19,4,0.10578891200910434,0.5373000026280188,1.0889604094310523
7,4,0.35570080499737455,0.8605420423789056,1.0694536784303041
13,4,0.35257972468682863,0.5358676670323675,1.0033389048179064
0,0,0.5705684838264372,0.7527390428039316,1.0659542368587436
9,0,0.5470239693343507,0.5345591285929299,1.0139134367950837
1,6,0.6866365230869801,0.16970187747738497,1.0615986934187525
15,6,0.13488888259308363,0.6092732762698383,1.1003024033550541
2,4,0.5714875183405713,0.8203379950691781,1.2
13,6,0.1748934663787154,0.646470979423247,1.1162758765812877
7,3,0.0241096068462211,0.11902485849551181,1.0862276378352855
20,2,0.42343290772996833,0.36161274343409555,1.0105882973977358
23,2,0.843494046219747,0.6136289971345248,1.0313860895060574
19,1,0.7584107559596321,0.741396486324145,0.9926436341660795
8,2,0.32209965921265804,0.5324664709851442,1.0081814280039396
0,3,0.01471596765019012,0.706182874226074,1.160538696063038
4,4,0.14292220894398366,0.7979196972860136,1.1163481671536502
22,2,0.21647927471574313,0.2564861848227902,1.0382285425578708
20,4,0.48016620411865274,0.9111110828100508,1.0563833744342204
11,5,0.48442731136308914,0.9409101477398665,1.0408014059342847
17,5,0.38243925648047894,0.480339577317502,0.9947114377324601
17,6,0.3074849782536053,0.2733111515416893,1.009372562700006
20,1,0.8092927725696664,0.639085389564665,1.0131622158947822
15,1,0.2448636274186593,0.5397057590192471,0.987374916132256
3,3,0.37922959602944084,0.9590166290308865,1.035525716302278
11,6,0.3841314012372463,0.5205578824574042,1.005862312669723
19,0,0.0005614354807170763,0.44569300809379064,1.0996202604360463
1,2,0.2339116589997764,0.91052153689143,1.0891731387802661
2,5,0.8291110561357506,0.668171583546049,1.169076820799867
13,5,0.8949350721751903,0.9062221799576102,1.0637072513422223
20,3,0.2744651702309939,0.873210605409859,1.05892239643914
8,2,0.9070231848298715,0.676035064317141,1.0182418826463295
1,0,0.1512184871471589,0.4995226779332608,1.1501988876516582
8,0,0.7830682695851268,0.22017067966025816,1.0119355522502247
3,4,0.8583114328511452,0.3608013301727224,0.986356532939177
3,3,0.4427857246236351,0.2212821088151496,1.0160798877875539
22,0,0.07870156791892224,0.15309869029745093,1.137779944495771
6,6,0.03443707533648377,0.18767526348851277,1.1190884887758297
9,3,0.4469488990918704,0.4103488738711246,0.9987716244041082
8,2,0.11039781987242292,0.21488114995171506,1.1060879451382797
12,1,0.3433923831260203,0.28222986561827135,1.0151869793156034
11,1,0.08383693762596534,0.4335817167711302,1.0952764933430548
8,5,0.6587263702751361,0.8888984568882476,1.0338988265770153
1,2,0.08657443532600928,0.2518224317583243,1.148841684469154
15,2,0.7876670651076337,0.8032546474119331,1.0479155385158283
3,5,0.22575692943962655,0.7772039837828947,0.9990950114989249
7,0,0.41194696652468676,0.9772267295388003,1.060052396924626
0,2,0.42063382370867186,0.6776514936337309,1.0403706038722156
8,1,0.31663066039847,0.10685656087027558,1.0096691786372043
16,0,0.3035219697018283,0.19094407879865907,0.9860610961072063
2,6,0.2274753253090971,0.6699229816848775,1.0477119815733318
21,6,0.21531257879057186,0.3139101083187148,0.9956566694472853
9,3,0.39634296006087455,0.43760872643130533,1.01139694776435
16,1,0.6554304724457554,0.7670095357814719,0.9832665403117465
11,0,0.7905126363734366,0.48217156800594274,1.0025157823023678
5,5,0.42045144590242023,0.18443390170737034,1.015539601707451
3,5,0.34330378050330224,0.5711078615498938,0.9861739834784011
0,1,0.06052619851825114,0.20029205201227873,1.1656447631810014
9,4,0.107549552324811,0.319682920518598,1.1110883085047116
0,1,0.6318479429204328,0.5349126211616001,1.0578526770384151
2,1,0.12442172869044943,0.17437695338351517,1.132769165229278
9,4,0.5832282793165194,0.9123365115173169,1.0598525510208798
8,1,0.4675609299314055,0.5985386929668323,0.9804825421846531
7,6,0.3769273773268891,0.46502465567049256,0.9934772717389265
15,6,0.3583252687120332,0.6386383965229848,1.0015023971728938
12,2,0.18086278302284398,0.5125308636272354,1.1153233817173203
14,3,0.9557560526142969,0.2813101225075066,0.9907493987987477
5,6,0.07483499563441409,0.34350084951684645,1.0888591078955832
21,1,0.9541706082390613,0.9429281604563379,1.0447989714336228
19,1,0.9963905766300052,0.1905166590658102,1.0083395796912153
2,5,0.6275564447753013,0.8849593428299006,1.2
19,0,0.4770079343564706,0.9132339199757592,1.0413040340217907
11,3,0.7978147569765455,0.42037399802369546,1.006914522946306
17,2,0.768824506117392,0.8996490157442882,1.0582365311560151
8,0,0.3832185058939248,0.7514301010723097,0.9825883184482963
15,3,0.9616347287396725,0.17295359609402586,1.0182772925560608
13,0,0.5480920766353372,0.6388805885994894,1.00933081077834
12,2,0.6662753558744082,0.6310948750532704,1.014879590800687
4,4,0.5978549608374942,0.4062123042479122,1.0089784835660156
8,1,0.4269142901602134,0.9348087699950992,1.0389850469508224
19,0,0.17606985295872246,0.6158711764831748,1.1020474754949676
1,2,0.17050326239079194,0.6780636688302555,1.1654280328746531
12,3,0.15975820097959437,0.46352039507223464,1.113926055391742
13,0,0.1605492334232269,0.5606770091882266,1.0969219417905605
2,4,0.19594091697921134,0.5482766228637846,1.2
10,5,0.1337765024472798,0.6162136435084641,1.089859965591842
14,1,0.3793243506503108,0.4993604823227593,1.0027178061927629
14,4,0.7259613365118556,0.877141530244541,1.0326519011384545
20,0,0.6725837050539502,0.33035053002317316,1.0174528297386116
3,0,0.7641396203121733,0.48159013313218,1.0006546943507786
2,5,0.02629967822597712,0.8430526379672658,1.2
20,2,0.03591419611111479,0.4940392866462492,1.1166594601814845
4,6,0.19127209856592264,0.593298769737907,1.1069114402293678
12,0,0.52226665063584,0.4947690610574904,0.996623624079258
15,5,0.7187434867172687,0.8427330200084446,1.04745888190877
6,5,0.7627548499140251,0.8426446750170196,1.0438499387624505
6,0,0.030233491129295742,0.987053036389469,1.1412465738587947
23,0,0.26934802784366696,0.6965809024642398,1.0310729557037783
7,0,0.8623970077137028,0.29331190854319333,1.0102338697714932
10,1,0.37002859357389284,0.9894738059186456,1.0619413246349279
14,4,0.014643854326203076,0.6452149887834776,1.0918530390761032
0,5,0.2975645925814353,0.33037148798635096,1.158747571340795
13,3,0.5584295521581728,0.7154429915799078,1.0170222539520675
22,2,0.08311662332473979,0.1830495509040439,1.1583030768357843
19,6,0.44007270286537237,0.8775913863711724,1.056295308158233
20,4,0.05052107177647924,0.5705335153975818,1.1045834860795145
17,4,0.08498387861505063,0.353673941143711,1.087175127809497
16,4,0.6814734541785205,0.8348755715179992,1.0419458476471293
13,4,0.8782914310930132,0.8438545828759086,1.0528045798486367
12,2,0.9272057776364971,0.7943053466732554,0.9812296724880398
22,1,0.13700192461979843,0.16003697643678047,1.161584368935348
14,0,0.19152977213642108,0.13156283235654384,1.1080718310773736
5,3,0.9729051057457598,0.6344199443964454,0.9893814980325789
1,6,0.4539335117642527,0.8392203935481501,1.1108232875885786
18,2,0.6480752086563998,0.6334325312175412,1.0054783380408996
20,0,0.9783519183036374,0.5631632593534088,1.0171316342994017
11,6,0.7082125831409187,0.7656460213709675,1.0130999418270161
20,4,0.7372850656803982,0.4719850026729574,1.008968120789216
21,0,0.5274282922080572,0.6388697141385792,1.0038370413612225
3,4,0.4895401952801207,0.34466198912113055,0.9896792891496562
0,0,0.4508599621115792,0.9113395028215397,1.0899791874956057
14,6,0.9539569152038476,0.5512226812028385,1.0195810271715433
15,1,0.7273735468249136,0.7800331272498956,0.9951485831760315
11,3,0.01675555443996024,0.22399717433082178,1.119831260919903
6,3,0.49930385109875763,0.46540953628487425,1.000286620121746
18,4,0.437002721615219,0.7548505042979923,1.0088372044662663
18,3,0.2998336166341449,0.6619772501718348,0.987973914718388
15,5,0.870859227993796,0.6033196753545866,0.9866496856726926
3,4,0.18493055656312918,0.8758524069219655,1.13074116826204
20,3,0.7346131634503298,0.6197622307629118,1.0174482161758982
1,3,0.702759606520206,0.1738676478226892,1.0471675473384792
5,5,0.3383584885653499,0.6826283919384036,1.005215350753514
19,0,0.20769581576646612,0.40448851257285023,1.015923936022217
2,2,0.9100917061841677,0.4853314860467145,1.0431567901669252
16,0,0.30871859944690005,0.8839648178969395,1.0306497236269603
19,3,0.48400130383310813,0.6614296788317598,0.997040033735056
14,1,0.7674737126237778,0.5447474168172542,0.990246670323782
21,5,0.9324111219368477,0.49833441984051896,1.0056845405178043
20,1,0.2845177902202063,0.7385575777154061,1.012368658567127
20,2,0.8658090787899911,0.35190016665032375,1.0078211872172917
2,1,0.6780280288488165,0.7807456247747799,1.0461266744920588
6,4,0.39845052526741787,0.2296424211720869,0.9999580183417475
16,4,0.6331259218830583,0.532935319509599,1.000033068169203
22,4,0.43886759619192584,0.8649516730446426,1.2
8,6,0.6795881133288054,0.8471875423494816,1.0321004258071436
2,2,0.651708746815431,0.8778915498085552,1.0991833823153774
4,4,0.19712205162577,0.35839254530756215,1.10591702436982
9,4,0.35900153873826723,0.589288506892207,1.0018437809340337
15,4,0.850445517148837,0.555218952644974,1.0000295503093386
11,1,0.9806506441446745,0.5414996497642305,1.000692780879436
4,1,0.11890969533768436,0.9801985802460013,1.1600586049588533
5,1,0.29067948089759554,0.2465117552729208,0.9883598025967156
13,0,0.8430353172540094,0.3994520949877144,0.9844454864517324
8,2,0.4646762103643315,0.7560754554507702,1.004513887584159
13,3,0.5837151552034667,0.7633854272014692,1.0150587595283591
18,3,0.5737380099019924,0.11524311844354922,1.0127566229588711
5,4,0.6565810637948628,0.7513591373943082,0.9837554815761529
16,3,0.9939964029238809,0.772306616629661,1.0082684944699791
4,4,0.36066460821430213,0.42269568680303204,0.9867866629820622
20,0,0.6455882684858546,0.4010697389885307,1.0175946335781025
22,2,0.8352508820970603,0.20099391025787733,1.0651764556399295
15,1,0.0006072549965303597,0.2149329765403783,1.0926968443695593
14,0,0.8191259989554052,0.9936455129815096,1.0664030611234956
22,3,0.10412665123448683,0.4174222089362921,1.150116684441294
13,1,0.8119748921147187,0.8548433998171187,1.0554964637625301
3,1,0.5271776862952711,0.8848963310923439,1.0645078781350326
4,6,0.9309869311184595,0.15120854448996257,0.9871207166437971
4,1,0.5559090203960088,0.6005889253717763,1.0012641489954175
21,3,0.3211725272726107,0.9402516427728508,1.0344656909650778
21,5,0.47851354836383353,0.9352801651219924,1.042512289540862
16,4,0.7387971847788183,0.2610594413271499,1.0146575480402669
12,0,0.7591644696965596,0.5663703146594361,0.9954790063360519
15,2,0.00844998424230703,0.6282948104434791,1.0849561461505577
12,3,0.45457719045995537,0.228641696348528,0.9951273217599876
20,0,0.3149316232991378,0.2718871633823869,1.0072841576350315
1,3,0.9216596368038656,0.3612794568685118,1.0304941626904658
22,1,0.6273392000009473,0.1969770207060199,1.0483658637611697
21,6,0.572185098580615,0.32760661200090985,1.0061728848926383
13,2,0.5215076805672633,0.7523137160072122,0.9857813282243921
17,5,0.8883599261083623,0.7263322595208931,0.9951508759687395
20,0,0.7955794978707891,0.2323526353400912,1.0104803126364224
12,3,0.7928706025832789,0.5218143083011777,1.013852123698428
7,5,0.6223977423075021,0.580972149123602,1.0171155993350411
2,6,0.9243417947174424,0.5182095697017105,1.044518688989705
17,1,0.7488697551559115,0.49621308058976377,0.9916995122735409
5,1,0.10396332046586265,0.4165778204891025,1.0865549081551384
7,6,0.7264277068683012,0.26151021535920393,1.0038036013494005
13,5,0.045133272546642345,0.7742015289966858,1.1128449460066305
3,3,0.9614643952331072,0.7952543280414422,1.0061850238755488
18,5,0.7374257868608314,0.16829622060551694,0.9886721660657277
1,3,0.08162901532314071,0.8546400479822366,1.1857864768770818
4,2,0.14152100934544443,0.1414445861982294,1.1046610423387244
15,1,0.24216505525570386,0.9978584315195693,1.0528707275688596
23,0,0.585549200257105,0.2570430437430639,1.0361556868984347
9,0,0.42219228104342144,0.9581451835293302,1.0383757479257494
17,5,0.6522625989052337,0.10045261240895492,0.9853893745626731
11,2,0.5029069877345755,0.3105365773893559,1.005971574585777
21,6,0.8420721701168398,0.8793282180240769,1.0435006184863618
16,1,0.5724783389027948,0.2883412513798066,1.011915275741059
14,1,0.8221342695237676,0.2584579261268798,1.0191974069238958
12,6,0.3558630433967933,0.4262194533794845,1.0159419910603633
3,3,0.9314320100942016,0.5639178316580289,0.9957043943396042
20,3,0.19071734436150267,0.8815955900755865,1.1363724126759263
15,4,0.5504060208398325,0.8995751012726976,1.063590223230344
21,2,0.3934516268894529,0.543873972153577,1.012214731531946
13,1,0.5647995363510205,0.3014900006672183,1.002051301409899
16,6,0.2656607102818377,0.8791461581479787,1.047864712159907
16,2,0.7863456866204429,0.3043090061039315,1.0109445591590656
4,6,0.6352374955655273,0.6736663729539923,0.9880340274853233
17,0,0.05517903326634632,0.1958488680636276,1.0879383172432406
23,6,0.4355696981099797,0.7466203088060558,1.0489615344547925
12,2,0.9025113241452327,0.15393238805364234,0.9829049447536385
11,1,0.6874864396208783,0.766798994935895,1.0084310070999574
23,5,0.622561373560614,0.591360234798724,1.143992102752246
3,2,0.6956436466837642,0.42754845734529157,0.980726504333936
17,1,0.3919655214403145,0.41383087359263604,0.9902837773360473
16,6,0.5327781787258095,0.25579403831688996,1.0164044311643141
23,5,0.9145318990350126,0.11826120424090422,1.1312235017146604
6,0,0.9736193893162666,0.5633726352184499,1.014248460777678
17,6,0.5982586260910093,0.5360025859351887,1.0013299219363478
19,6,0.7437660484197275,0.8437856972795317,1.064796780396878
22,0,0.008009144261581502,0.1991949310911937,1.1635456864725395
8,2,0.28112032539714504,0.12632631091649407,0.986278846321021
13,3,0.41004931535418443,0.4972608894261096,1.016680255881576
3,3,0.2860402984243029,0.7022525791489908,1.0000013429068086
19,3,0.41774392245659187,0.945088701561974,1.0684788821776523
17,1,0.2834104173867483,0.5238383919205414,1.0022141691549387
3,5,0.5523869584759366,0.5469205497934616,0.991430965076346
19,5,0.26560514775693733,0.334941138745472,1.0066610024476357
10,2,0.19670246842966665,0.743612194073903,1.0969871834011815
7,4,0.15511983166042242,0.4355702536514803,1.0896739653814087
11,5,0.07817857324151378,0.9033941410412207,1.1345233364112857
3,1,0.17696932239165863,0.8252441901638805,1.1465245784894533
1,2,0.8677676917372927,0.7942233582142877,1.0568704257782051
20,0,0.5553964740736156,0.7430144148987207,1.0126793121408135
19,2,0.7824404922536418,0.6814524776586727,1.0040525261820965
6,1,0.6462367557990131,0.42993702706239456,1.0179323954775195
17,4,0.330445326126679,0.4815546060270246,1.0058510531582838
19,1,0.05293715806039945,0.48754679290326275,1.0882584730350484
23,1,0.9597154833778453,0.7117438558733662,1.0346425549668365
17,3,0.24223876201030192,0.6235749411210832,1.0150883433871984
17,2,0.8642231337752175,0.5103465589425523,0.9861693157094066
4,0,0.22664633318998828,0.5017578906194629,1.0176899603894292
11,1,0.01608500237431676,0.6306249330172428,1.0839485848382535
9,0,0.17314943461919596,0.11266948712124131,1.0825948773168577
4,1,0.8331594109473486,0.27928768501862056,1.0071881668299714
3,5,0.6953505208855894,0.27317823912664524,1.0148087595220066
9,1,0.2757698822066421,0.5142222790612826,1.0143505599355749
7,0,0.5273771860324299,0.2108215169617731,0.9984409439666017
7,6,0.5742480770541807,0.7056276151526673,0.9935356921282659
2,4,0.18729486457566047,0.20429977718391945,1.2
19,6,0.8651839228035405,0.18676007538863687,0.996987903695101
3,5,0.39588048929912967,0.4938755360092163,1.000055577623992
2,3,0.9976961683934849,0.24261532521446483,1.0316711643107022
8,0,0.1350509244587783,0.41734216273598235,1.0802986104530408
17,4,0.7962366456458266,0.292400538898508,0.9886258524648884
16,3,0.41854281345677913,0.7728142120077135,1.0016020756174084
13,5,0.7758662708302669,0.8013936119732115,1.0530425954627785
1,0,0.5898302697268517,0.2178692764994859,1.0316416345509014
5,4,0.9845664257801919,0.1803995654161793,1.0001893057739175
22,2,0.1001579886690187,0.1984794807323633,1.155146139466753
15,6,0.8308685765381936,0.8693447193536503,1.0374727058920334
7,0,0.932539363867136,0.4351018243662872,0.9895118014832437
6,5,0.3660151070438342,0.30088993982560985,0.9847300458917887
13,4,0.7345874154383092,0.20094746195021304,1.006650130004872
14,5,0.921608921483069,0.7461438892464524,0.9859742805651112
